split,nome_modelo,dataset,tempo_tune,tempo_train,auc_ovo,mean_acc,g_mean,mean_cross_entropy,tempo_predict
test,AutoSklearn,mfeat-morphological,,175.95329785346985,0.9552998057887264,0.7283333333333334,0.670747296085032,0.8403950870078006,4.433187007904053
train,AutoSklearn,vehicle,,116.29777121543884,0.98103873372092,0.9285714285714286,0.9290710943344763,0.9602285433336585,18.821605443954468
test,AutoSklearn,vehicle,,116.29777121543884,0.9512700485699153,0.8346456692913385,0.8116488981852875,0.9979686344408759,20.132641792297363
train,AutoSklearn,banknote-authentication,,300.91938853263855,1.0,1.0,0.9999999999976511,0.14370370142418373,5.610639333724976
test,AutoSklearn,banknote-authentication,,300.91938853263855,1.0,1.0,0.9999999999950844,0.15651949710304647,3.6753108501434326
train,AutoSklearn,analcatdata_dmft,,54.670528173446655,0.7333979350495347,0.35903614457831323,0.3478509695047772,1.4036305780443896,0.7393181324005127
test,AutoSklearn,analcatdata_dmft,,54.670528173446655,0.5869127768986014,0.3065326633165829,0.2906250653173718,1.6170675773475007,0.48467469215393066
train,AutoSklearn,MiceProtein,,239.73494935035706,1.0,1.0,0.9999999999879442,0.4036279780435326,25.37369394302368
test,AutoSklearn,MiceProtein,,239.73494935035706,0.9998831539318702,0.9845679012345679,0.9830229034630831,0.5070921289638204,17.865488529205322
train,AutoSklearn,cylinder-bands,,235.33565592765808,0.9644315075787157,0.9323529411764706,0.9255023570415436,0.45649453499172304,1.2130694389343262
test,AutoSklearn,cylinder-bands,,235.33565592765808,0.8325216025137471,0.7962962962962963,0.7905569943623497,0.5690166165926053,0.9957664012908936
train,AutoSklearn,semeion,,54.93700671195984,0.9997192761646725,0.9860418743768694,0.9857844623914802,0.38141742485064106,0.6517035961151123
test,AutoSklearn,semeion,,54.93700671195984,0.9969156093690198,0.9309623430962343,0.9304573665350131,0.6397702301877416,0.34413743019104004
train,AutoSklearn,cnae-9,,297.98931789398193,0.9992557792746142,0.9852941176470589,0.9853017298298282,1.0241796787169268,21.506244897842407
test,AutoSklearn,cnae-9,,297.98931789398193,0.996860977991592,0.9320987654320988,0.9299872944907165,1.1156114932897736,33.39920115470886
train,AutoSklearn,vowel,,175.81465077400208,0.9984725727487733,0.9791332263242376,0.978791724515624,0.6961069739134631,41.76772904396057
test,AutoSklearn,vowel,,175.81465077400208,0.9940771251411911,0.9090909090909091,0.9109491933094536,0.8795601633877598,2.873307943344116
